Area,Production,UREA,DAP,MAP,MOP,NPK,TSP,Labour_hours,Rainfall,Yield
72,710,0.42,0.56,1,0.19,1,1,422,494,9861.111111
301,3202,0.42,0.56,1,0.19,1,1,422,494,10637.87375
191,2451,0.42,0.56,1,0.19,1,1,422,494,12832.46073
253,4853,0.42,0.56,1,0.19,1,1,422,494,19181.81818
79,920,0.42,0.56,1,0.19,1,1,422,494,11645.56962
282,3941,0.42,0.56,1,0.19,1,1,422,494,13975.1773
120,1620,0.42,0.56,1,0.19,1,1,422,494,13500
329,3857,0.42,0.56,1,0.19,1,1,422,494,11723.40426
303,5671,0.42,0.56,1,0.19,1,1,422,494,18716.17162
59,820,0.42,0.56,1,0.19,1,1,422,494,13898.30508
208,3829,0.42,0.56,1,0.19,1,1,422,494,18408.65385
393,8990,0.42,0.56,1,0.19,1,1,422,494,22875.31807
71,769,0.42,0.56,1,0.19,1,1,422,494,10830.98592
351,8074,0.42,0.56,1,0.19,1,1,422,494,23002.849
76,827,0.42,0.56,1,0.19,1,1,422,494,10881.57895
351,7139,0.42,0.56,1,0.19,1,1,422,494,20339.03134
106,1426,0.42,0.56,1,0.19,1,1,422,494,13452.83019
324,4957,0.42,0.56,1,0.19,1,1,422,494,15299.38272
101,1527,0.42,0.56,1,0.19,1,1,422,494,15118.81188
179,2162,0.42,0.56,1,0.19,1,1,422,494,12078.21229
146,2093,0.42,0.56,1,0.19,1,1,422,494,14335.61644
23,237,0.42,0.56,1,0.19,1,1,422,494,10304.34783
86,961,0.42,0.56,1,0.19,1,1,422,494,11174.4186
21,302,0.42,0.56,1,0.19,1,1,422,494,14380.95238
91,927,0.42,0.56,1,0.19,1,1,422,494,10186.81319
113,1339,0.42,0.56,1,0.19,1,1,422,494,11849.55752
124,1600,0.42,0.56,1,0.19,1,1,422,494,12903.22581
23,441,0.42,0.56,1,0.19,1,1,422,494,19173.91304
81,943,0.42,0.56,1,0.19,1,1,422,494,11641.97531
31,433,0.42,0.56,1,0.19,1,1,422,494,13967.74194
81,1551,0.42,0.56,1,0.19,1,1,422,494,19148.14815
52,609,0.42,0.56,1,0.19,1,1,422,494,11711.53846
45,773,0.42,0.56,1,0.19,1,1,422,494,17177.77778
122,1714,0.42,0.56,1,0.19,1,1,422,494,14049.18033
65,1197,0.42,0.56,1,0.19,1,1,422,494,18415.38462
58,1327,0.42,0.56,1,0.19,1,1,422,494,22879.31034
145,904,0.42,0.56,1,0.19,1,1,422,494,6234.482759
65,1495,0.42,0.56,1,0.19,1,1,422,494,23000
136,1117,0.42,0.56,1,0.19,1,1,422,494,8213.235294
97,1973,0.42,0.56,1,0.19,1,1,422,494,20340.20619
156,1939,0.42,0.56,1,0.19,1,1,422,494,12429.48718
103,1576,0.42,0.56,1,0.19,1,1,422,494,15300.97087
122,1063,0.42,0.56,1,0.19,1,1,422,494,8713.114754
153,3500,0.42,0.56,1,0.19,1,1,422,494,22875.81699
603,3758,0.42,0.56,1,0.19,1,1,422,494,6232.172471
165,3796,0.42,0.56,1,0.19,1,1,422,494,23006.06061
531,4361,0.42,0.56,1,0.19,1,1,422,494,8212.806026
155,3153,0.42,0.56,1,0.19,1,1,422,494,20341.93548
476,5917,0.42,0.56,1,0.19,1,1,422,494,12430.67227
177,2708,0.42,0.56,1,0.19,1,1,422,494,15299.43503
435,3791,0.42,0.56,1,0.19,1,1,422,494,8714.942529
134,1627,0.42,0.56,1,0.19,1,1,422,494,12141.79104
111,1565,0.42,0.56,1,0.19,1,1,422,494,14099.0991
9,93,0.42,0.56,1,0.19,1,1,422,494,10333.33333
